date,state,city_county,address,nkill,ninjured,operations
21-Jun-16,New Jersey,Willingboro,Mosshill Lane,0,4,N/A
21-Jun-16,Kentucky,Louisville,2802 Rodman Street,2,2,N/A
19-Jun-16,Virginia,Roanoke,2328 Melrose Avenue,0,4,N/A
18-Jun-16,Virginia,Exmore,Fredrick Douglas Road,1,3,N/A
18-Jun-16,Georgia,Waycross,2625 Arnold Ct,2,2,N/A
18-Jun-16,Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,N/A
14-Jun-16,Delaware,Wilmington,South Van Buren and Elm streets,0,4,N/A
14-Jun-16,California,Oakland,1301 Franklin Street,1,3,N/A
13-Jun-16,California,Fresno,East El Monte Way and Recreation Avenue,0,4,N/A
13-Jun-16,New York,Brooklyn,Avenue D and E. 57th,0,5,N/A
13-Jun-16,Illinois,Chicago,3200 block of West Congress,0,5,N/A
12-Jun-16,Florida,Orlando,1912 S Orange Avenue,50,53,N/A
11-Jun-16,New Mexico,Roswell,2300 block of Davis Ave,5,0,N/A
11-Jun-16,Minnesota,Webster,4000 block of Elmore Avenue,0,4,N/A
11-Jun-16,California,Stockton,Alvarado Avenue,1,3,N/A
11-Jun-16,California,Panorama City,8500 block of Cedros Avenue,3,2,N/A
11-Jun-16,North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3,N/A
9-Jun-16,Florida,Fort Walton Beach,Landview Drive,0,4,N/A
8-Jun-16,District of Columbia,Washington,North Capitol Street and New York Avenue NW,0,4,N/A
8-Jun-16,Massachusetts,Boston,66 Washington St,1,3,N/A
6-Jun-16,California,Visalia,33 60 South Fairway Street,0,4,N/A
5-Jun-16,Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4,N/A
5-Jun-16,Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3,N/A
5-Jun-16,Arizona,Phoenix,8152 N Black Canyon Hwy,2,4,N/A
5-Jun-16,New York,Brooklyn,Mermaid Ave and 16th St.,0,4,N/A
4-Jun-16,Colorado,Denver,3600 block of Hudson Street,3,1,N/A
31-May-16,Illinois,Chicago,3300 block of West Huron Street,0,4,N/A
31-May-16,Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4,N/A
30-May-16,Maryland,Baltimore,500 block of East 43rd Street,0,5,N/A
30-May-16,California,Sacramento,3900 block of 44th,0,5,N/A
29-May-16,Nevada,Las Vegas,200 block of N 3rd St,0,4,N/A
29-May-16,New Jersey,Trenton,600 block of Martin Luther King Jr. Boulevard,0,6,N/A
29-May-16,Indiana,Indianapolis,300 block of South Meridian Street,0,4,N/A
29-May-16,Texas,Houston,13210 Memorial Drive,2,6,N/A
23-May-16,New Jersey,Newark,102 Isabella Avenue,0,5,N/A
22-May-16,Louisiana,New Orleans,8639 Apple St,0,4,N/A
22-May-16,California,Stockton,Poplar and Sutter Streets,1,3,N/A
22-May-16,Tennessee,Nashville,100 block of Rains Avenue,0,4,N/A
21-May-16,Georgia,Jackson,Levi Barnes Road,1,3,N/A
18-May-16,Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4,N/A
17-May-16,South Carolina,Ravenel,5360 Savannah Highway,3,1,N/A
15-May-16,Indiana,Evansville,420 North Garvin Street,0,4,N/A
15-May-16,Georgia,Moultrie,Rossman Dairy Road,5,0,N/A
14-May-16,Georgia,Atlanta,Cordova and Peoples Street,0,5,N/A
14-May-16,West Virginia,Charleston,2337 Washington St W,1,3,N/A
11-May-16,Alabama,Birmingham,1400 block of 21st Street N,1,4,N/A
11-May-16,Illinois,Chicago,7100 block of South State Street,0,5,N/A
8-May-16,Texas,Austin,8600 block of North Lamar,1,3,N/A
6-May-16,Michigan,Detroit,12300 block of Gratiot,1,4,N/A
6-May-16,Alabama,Montgomery,1300 block of Clay Street,1,3,N/A
6-May-16,Maryland,Bethesda,7101 Democracy Blvd,3,3,N/A
5-May-16,Louisiana,Shreveport,300 block of North Thomas Drive,2,6,N/A
5-May-16,Florida,Miami,2108 NW 19th Terrace,1,3,N/A
4-May-16,Minnesota,Minneapolis,16th Avenue North and Newton Avenue North,1,7,N/A
1-May-16,Tennessee,Murfreesboro,1955 Old Castle Drive,0,5,N/A
29-Apr-16,Missouri,Saint Louis (Ferguson),400 block of N Dade Ave,0,4,N/A
29-Apr-16,California,Oakland,3200 block of San Pablo Avenue,0,5,N/A
27-Apr-16,Louisiana,Baton Rouge,4300  Block of Kerrit Dr,2,2,N/A
27-Apr-16,Mississippi,Kilmichael,Pecan Drive,3,1,N/A
26-Apr-16,Maryland,District Heights (Forestville),6500 block of Hil-Mar Drive,1,4,N/A
25-Apr-16,Tennessee,Nashville,400 Charlotte Avenue,0,4,N/A
25-Apr-16,Florida,Miami,1506 Northwest 70th Street,0,5,N/A
24-Apr-16,Virginia,Halifax,1055 L P Bailey Memorial Hwy,0,5,N/A
24-Apr-16,Illinois,Chicago (Englewood),2000 block of West 68th Place,2,3,N/A
24-Apr-16,Colorado,Denver,1400 block of 14th Street,0,4,N/A
23-Apr-16,Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3,N/A
23-Apr-16,Alabama,Auburn,1200 block of Lee Road 83,3,1,N/A
23-Apr-16,Kansas,Topeka,3732 S.W. Topeka Boulevard,1,4,N/A
23-Apr-16,New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4,N/A
22-Apr-16,Ohio,Piketon,4077 Union Hill Road,8,0,N/A
22-Apr-16,Georgia,Appling,3162 Johnson Drive,6,0,N/A
21-Apr-16,Maryland,Baltimore,4800 block of Frankford Avenue,0,4,N/A
19-Apr-16,Alabama,Blountsville,81551 Us Highway 278,1,4,N/A
19-Apr-16,Illinois,Chicago,2700 block of West 53rd Street,1,3,N/A
19-Apr-16,Illinois,Chicago,1400 block of West 84th Street,1,4,N/A
18-Apr-16,California,Long Beach,1200 block of E. 17th Street,1,3,N/A
17-Apr-16,Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,N/A
17-Apr-16,South Carolina,Pelzer,200 block of Eastview Road,1,3,N/A
17-Apr-16,Texas,Edinburg,5021 W St Hwy 107,1,6,N/A
16-Apr-16,Michigan,Detroit,9500 block of Oakland,1,4,N/A
16-Apr-16,Florida,Orlando,1100 block of Conley Street,2,4,N/A
16-Apr-16,Alabama,Enterprise,Baxter Street,0,4,N/A
10-Apr-16,Wisconsin,Milwaukee,76th and Sheridan,1,3,N/A
10-Apr-16,California,Los Angeles,84th Street and Towne Avenue,0,4,N/A
9-Apr-16,Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4,N/A
9-Apr-16,Alabama,Anniston,West 15th Street and Crawford Avenue,0,4,N/A
9-Apr-16,New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4,N/A
7-Apr-16,Illinois,Chicago,2200 block of East 70th Place,0,4,N/A
31-Mar-16,Illinois,Chicago (Englewood),6800 block of South Throop,0,4,N/A
25-Mar-16,Illinois,Chicago,4500 block of West West End Avenue,0,4,N/A
25-Mar-16,Colorado,Denver,8501 E. Alameda Avenue,0,4,N/A
21-Mar-16,Illinois,Chicago,5700 block of West Washington Boulevard,0,4,N/A
19-Mar-16,Florida,Plantation,12050 NW 4th Court,1,4,N/A
19-Mar-16,Alabama,Wetumpka,South Shelby Street,2,2,N/A
15-Mar-16,Georgia,Atlanta,Donald Lee Hollowell Drive,0,5,N/A
13-Mar-16,Florida,Fort Myers,50 South Road,0,4,N/A
12-Mar-16,Oregon,Portland,16126 S.E. Stark St.,0,4,N/A
12-Mar-16,California,Oakland,Interstate 880,0,4,N/A
11-Mar-16,Michigan,Detroit,2600 block of Hazelwood,2,2,N/A
11-Mar-16,New Jersey,Trenton,Oliver Avenue,0,5,N/A
9-Mar-16,Pennsylvania,Pittsburgh,1304 Franklin Ave,5,3,N/A
8-Mar-16,Texas,San Antonio,Sherman St,2,3,N/A
7-Mar-16,Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4,N/A
7-Mar-16,Kansas,Kansas City,3000 block of South 36th Street,5,0,N/A
6-Mar-16,Massachusetts,Chelsea,120 Washington Avenue,1,6,N/A
6-Mar-16,Georgia,Roswell,890 Atlanta St,0,4,N/A
6-Mar-16,California,Compton,900 block of West Victoria Street,1,8,N/A
5-Mar-16,Kansas,Wichita,116 North Mead,0,4,N/A
4-Mar-16,Ohio,Columbus,900 E 5th Ave,1,3,N/A
28-Feb-16,Michigan,Detroit,8800 block of Livernois,0,5,N/A
28-Feb-16,California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,1,3,N/A
27-Feb-16,Virginia,Woodbridge (Lake Ridge),13051 Lashmere Ct,2,2,N/A
26-Feb-16,Washington,Belfair,300 block of Horseshoe Rd.,5,0,N/A
25-Feb-16,Kansas,Hesston,200 S Ridge Rd,4,14,N/A
23-Feb-16,Arizona,Glendale,4812 West Sunnyside Ave,5,0,N/A
23-Feb-16,Florida,Daytona Beach,1042 Sheridan Road,0,4,N/A
21-Feb-16,Missouri,Hazelwood,Interstate Highway 270 and North Lindbergh Boulevard,1,3,N/A
21-Feb-16,Texas,Houston,5100 block of Idaho Street,0,5,N/A
20-Feb-16,Florida,Tampa,2810 E. Bearss Ave,1,3,N/A
20-Feb-16,Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,N/A
20-Feb-16,Mississippi,Iuka,231 Co Rd 201,2,3,N/A
20-Feb-16,Alabama,Bessemer,200 block of Elm Street,1,3,N/A
20-Feb-16,Florida,Orlando,446 S Parramore Ave,0,4,N/A
19-Feb-16,Missouri,Edgerton,4100 block of Buena Vista Road,4,0,N/A
19-Feb-16,California,Vallejo,509 Porter Street,1,3,N/A
14-Feb-16,Texas,Houston,8449 Gulf Freeway,1,3,N/A
14-Feb-16,Alabama,Eutaw (Union),Earnest Friday Road,0,5,N/A
13-Feb-16,Louisiana,Marrero,5425 Lapalco Boulevard,0,4,N/A
7-Feb-16,Mississippi,Pass Christian,Davis Avenue,2,4,N/A
7-Feb-16,Florida,Orlando,7432 Universal Blvd,2,10,N/A
7-Feb-16,New York,Rochester,547 State St,1,7,N/A
7-Feb-16,Illinois,Chicago (Englewood),6500 block of South Green Street,0,4,N/A
6-Feb-16,California,Los Angeles,12800 block of Cook Street,1,3,N/A
6-Feb-16,Florida,Apopka,10th Street,0,4,N/A
6-Feb-16,Florida,Tampa,8123 N Nebraska Ave,2,6,N/A
3-Feb-16,District of Columbia,Washington,1500 block of Butler St. SE,0,4,N/A
30-Jan-16,Arizona,Glendale,67th and Missouri Avenue,3,5,N/A
27-Jan-16,Virginia,Chesapeake,1401 N. George Washington Hwy,6,0,N/A
26-Jan-16,Washington,Seattle,Airport Way S. and S. Atlantic St.,2,3,N/A
25-Jan-16,California,Perris,140 S. D Street,1,4,N/A
23-Jan-16,California,Los Angeles,8105 Avalon Blvd,2,2,N/A
17-Jan-16,Virginia,Ware Neck (Gloucester Courthouse),Ditchley Road and Gill Lane,1,3,N/A
11-Jan-16,Delaware,Wilmington,900 block of Brown Street,1,4,N/A
8-Jan-16,District of Columbia,Washington,1700 East Capitol Street Northeast,0,4,N/A
8-Jan-16,Illinois,Chicago,1500 block of South Kedzie,1,4,N/A
7-Jan-16,Tennessee,Memphis,3800 block of Kerwood Avenue,1,3,N/A
6-Jan-16,Florida,Lakeland,2312 East Magnolia Street,3,1,N/A
5-Nov-17,Texas,Sutherland Springs,216 4th St,27,20,N/A
4-Nov-17,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,N/A
4-Nov-17,Ohio,Youngstown,2810 Market St,0,4,N/A
4-Nov-17,California,Santa Monica,1515 Ocean Avenue,1,3,N/A
3-Nov-17,Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,N/A
3-Nov-17,California,Gardena,E 163rd St and S Main St,0,4,N/A
3-Nov-17,New York,Buffalo,147 Roosevelt Ave,0,4,N/A
3-Nov-17,Louisiana,Lacombe,27600 block of Mirmar Street,1,4,N/A
31-Oct-17,Indiana,Hammond,500 block of Pointe Dr,1,3,N/A
29-Oct-17,Texas,Austin,5500 block of Ave F,1,3,N/A
28-Oct-17,Ohio,Toledo,1327 N Huron St,0,4,N/A
28-Oct-17,Virginia,Petersburg,N Sycamore St and Franklin,1,3,N/A
27-Oct-17,Kentucky,Louisville,1716 Prentice St,0,6,N/A
27-Oct-17,California,San Francisco,1100 block of Fillmore,0,4,N/A
23-Oct-17,California,Clearlake Oaks,13000 block of Anchor Village,2,2,N/A
22-Oct-17,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,N/A
22-Oct-17,Alabama,Lanett,1606 19th St Sw,2,7,N/A
21-Oct-17,Florida,Jacksonville,164 E Eubanks St,0,4,N/A
21-Oct-17,Tennessee,Nashville,1277 12th Ave S,0,4,N/A
21-Oct-17,Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,N/A
21-Oct-17,Florida,Tampa,400 Block of E Nordica St,0,4,N/A
18-Oct-17,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,N/A
17-Oct-17,New York,Brooklyn,181 Martense St,0,4,N/A
16-Oct-17,Mississippi,Meridian,5th Street,1,3,N/A
15-Oct-17,Texas,Houston,6233 Gulfton St,2,2,N/A
15-Oct-17,Arizona,Phoenix,107th Ave and Camelback Rd,1,3,N/A
12-Oct-17,California,Aliso Viejo,6 Asbury Ct,2,2,N/A
11-Oct-17,Ohio,Pedro,15497 SR 93,4,0,N/A
10-Oct-17,California,San Francisco,25th St and Treat Ave,0,4,N/A
9-Oct-17,Texas,Houston,3352 Old Spanish Trail,0,5,N/A
7-Oct-17,Arizona,Phoenix,87th Ave and Thomas Rd,0,4,N/A
6-Oct-17,Illinois,Chicago,8000 block of S Marshfield,0,5,N/A
5-Oct-17,Arizona,Casa Grande,400 block of W 13th Street,4,0,N/A
3-Oct-17,Florida,Miami,2051 NW 65th St,0,4,N/A
1-Oct-17,Kansas,Lawrence,1000 block of Massachusetts St,3,2,N/A
1-Oct-17,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,N/A
30-Sep-17,Tennessee,Memphis,800 block of Kerr Avenue,1,3,N/A
28-Sep-17,Louisiana,New Orleans,2001 N Rocheblave St,1,3,N/A
26-Sep-17,Tennessee,Memphis,2531 Chelsea Ave,0,4,N/A
26-Sep-17,Maryland,Baltimore,3200 block of Lyndale Ave,2,2,N/A
26-Sep-17,Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,N/A
24-Sep-17,Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,N/A
24-Sep-17,New Jersey,Mays Landing,6000 block of Hoover Dr,1,3,N/A
24-Sep-17,Tennessee,Antioch,3890 Pin Hook Rd,1,8,N/A
24-Sep-17,New York,Syracuse,1226 E Fayette St,0,4,N/A
23-Sep-17,Connecticut,Hartford,1170 Albany Ave,2,2,N/A
23-Sep-17,Illinois,Danville,Seminary St and Jackson St,0,5,N/A
23-Sep-17,California,Bakersfield,818 Real Rd,1,4,N/A
20-Sep-17,Indiana,Gary,4300 block of 23rd Ct,0,5,N/A
17-Sep-17,Michigan,Detroit,5000 block of Stanton Street,1,3,N/A
17-Sep-17,Virginia,Petersburg,300 Mistletoe St,1,4,N/A
16-Sep-17,South Carolina,Columbia,920 Lady Street,0,8,N/A
13-Sep-17,Washington,Rockford,14626 S Jackson Rd,1,3,N/A
13-Sep-17,Pennsylvania,York,400 block of S Duke St,0,4,N/A
13-Sep-17,Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,N/A
13-Sep-17,Tennessee,Memphis,1000 block of Morehead St,1,5,N/A
10-Sep-17,Louisiana,New Orleans,2101 N Claiborne Ave,1,3,N/A
10-Sep-17,Texas,Plano,1712 West Spring Creek Parkway,9,1,N/A
9-Sep-17,Alabama,Selma,Kings Bend Road,0,4,N/A
6-Sep-17,Illinois,Chicago,2700 block of Madison,0,4,N/A
4-Sep-17,Illinois,Bellwood,1000 block of Bellwood Ave,0,4,N/A
3-Sep-17,California,Inglewood,10100 block of S Firmona Ave,2,3,N/A
2-Sep-17,Kentucky,Louisville,8008 Watterson Trail,0,4,N/A
2-Sep-17,Illinois,Chicago,8300 block of S Hermitage,1,3,N/A
28-Aug-17,New Mexico,Clovis,701 N Main St,2,4,N/A
27-Aug-17,California,Sacramento,7760 24th St,1,4,N/A
27-Aug-17,Indiana,Evansville,1127 Chestnut St,1,3,N/A
25-Aug-17,Florida,Gainesville,1600 NE 8th Ave,0,4,N/A
24-Aug-17,Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,N/A
22-Aug-17,Illinois,Chicago,300 block of N Central Ave,0,4,N/A
21-Aug-17,North Carolina,Whitakers,980 Fishing Creek Rd,4,0,N/A
21-Aug-17,New Jersey,Newark,Fabyan Place,0,4,N/A
21-Aug-17,New Jersey,Newark,700 block of S 19th St,1,3,N/A
21-Aug-17,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,N/A
21-Aug-17,Tennessee,Memphis,262 Decatur St,0,4,N/A
20-Aug-17,Illinois,Chicago,11901 S Loomis St,2,5,N/A
20-Aug-17,New York,Brooklyn,100th St and Ave M,0,4,N/A
19-Aug-17,Ohio,Cleveland,11143 Superior Ave,1,4,N/A
16-Aug-17,New York,Wyandanch,Merritt Ave and 15th St,0,4,N/A
14-Aug-17,California,North Hollywood,Morrison St and Klump Ave,2,2,N/A
13-Aug-17,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,N/A
13-Aug-17,Virginia,Suffolk,8700 block of Quay Rd,0,4,N/A
13-Aug-17,Pennsylvania,Philadelphia,39th St and Melon St,0,5,N/A
12-Aug-17,Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,N/A
8-Aug-17,Illinois,Chicago,1 block of East 37th Street,1,6,N/A
6-Aug-17,New York,Bronx,Wickham Ave,0,6,N/A
6-Aug-17,New York,Bronx,Unionport Rd,0,4,N/A
6-Aug-17,California,Oakland,1000 block of 106th Avenue,0,7,N/A
5-Aug-17,New Jersey,Lakewood,900 block of Brook Road,0,4,N/A
5-Aug-17,South Carolina,Allendale,300 block of Ellis St,1,3,N/A
5-Aug-17,Florida,Tallahassee,1939 W Tennessee St,1,3,N/A
4-Aug-17,Montana,Lodge Grass,200 block of North Helen Street,3,2,N/A
3-Aug-17,District of Columbia,Washington,3426 18th St NE,1,3,N/A
2-Aug-17,Maryland,Baltimore,900 block of N Broadway,0,4,N/A
1-Aug-17,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,N/A
1-Aug-17,California,Fresno,Mariposa St and A St,0,7,N/A
1-Aug-17,Illinois,Chicago,800 block of N Monticello Ave,0,4,N/A
31-Jul-17,Illinois,Decatur,Jasper St and Main St,0,4,N/A
30-Jul-17,Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,N/A
30-Jul-17,Texas,El Paso,1810 George Dieter Dr,1,3,N/A
29-Jul-17,New York,Buffalo,200 block of Carl St,1,4,N/A
29-Jul-17,North Carolina,Salisbury,115 W Fisher St,2,3,N/A
28-Jul-17,Delaware,Wilmington,400 block of N Washington St,0,4,N/A
27-Jul-17,Illinois,Chicago,2000 block of E 71st St,1,4,N/A
26-Jul-17,North Carolina,High Point,2111 E. Green Drive,1,6,N/A
23-Jul-17,Illinois,Chicago,1500 block of East 82nd St,1,3,N/A
23-Jul-17,Louisiana,Baton Rouge,10360 Ave H,0,4,N/A
22-Jul-17,Ohio,Cincinnati,130 E Clifton Ave,0,5,N/A
19-Jul-17,Virginia,Richmond,2300 block of Bethel St,0,5,N/A
19-Jul-17,California,Los Angeles,Imperial Hwy and Broadway,1,3,N/A
18-Jul-17,New Jersey,Trenton,Hewitt St and Division St,1,3,N/A
18-Jul-17,Wisconsin,Milwaukee,3000 Block of N 39th St,0,4,N/A
18-Jul-17,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,N/A
15-Jul-17,Pennsylvania,Philadelphia,21st and Fitzwater,1,3,N/A
15-Jul-17,Illinois,Chicago,12200 block of S Throop St,0,4,N/A
9-Jul-17,Virginia,Lawrenceville,500 block Sturgeon Rd,0,7,N/A
8-Jul-17,Illinois,Alton,700 block of Oakwood,0,4,N/A
8-Jul-17,Ohio,Cincinnati,9917 Capstan Dr,1,8,N/A
6-Jul-17,Mississippi,Meridian,Eighth Ave,0,4,N/A
5-Jul-17,Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,N/A
5-Jul-17,Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,N/A
5-Jul-17,Maine,Madison,300 block of Russell Rd,4,1,N/A
4-Jul-17,Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,N/A
4-Jul-17,Virginia,Hampton,500 block of Patterson Ave,1,4,N/A
4-Jul-17,North Carolina,Raleigh,105 E South St,1,3,N/A
3-Jul-17,Alabama,Prattville,112 US 82,3,1,N/A
3-Jul-17,Michigan,Pontiac,50 block of Thorpe St,1,3,N/A
2-Jul-17,New Jersey,Jersey City,Wilkinson Avenue,0,4,N/A
2-Jul-17,South Carolina,Greenwood,SC 72 Bypass,0,4,N/A
1-Jul-17,Illinois,Momence,2727 S 13000 Rd E,0,4,N/A
1-Jul-17,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,N/A
1-Jul-17,California,Oakland,3200 Humboldt Ave,0,4,N/A
1-Jul-17,Arkansas,Little Rock,220 W 6th St,0,25,N/A
30-Jun-17,New York,Bronx,1650 Grand Concourse,2,6,N/A
27-Jun-17,Illinois,Chicago,200 block of S Lotus,0,5,N/A
25-Jun-17,District of Columbia,Washington,5900 block of Southern Ave SE,0,4,N/A
25-Jun-17,Missouri,Saint Louis,5000 block of Thekla Ave,1,3,N/A
24-Jun-17,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,N/A
24-Jun-17,New York,New York (Manhattan),114th St and Manhattan Ave,0,5,N/A
24-Jun-17,New Jersey,Willingboro,Pastoral Lane,0,4,N/A
22-Jun-17,Georgia,Atlanta,1100 block of Osborne Street,1,6,N/A
18-Jun-17,Missouri,Saint Louis,1900 block of N 14th St,3,2,N/A
18-Jun-17,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,N/A
18-Jun-17,Illinois,Chicago,3300 block of W Crystal,0,4,N/A
18-Jun-17,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,N/A
17-Jun-17,Ohio,Columbus,6252 Busch Blvd,1,4,N/A
17-Jun-17,Illinois,Chicago,1 block of North Latrobe,0,4,N/A
15-Jun-17,New Mexico,La Madera,491 NM 111,5,0,N/A
15-Jun-17,Virginia,Richmond,4053 Old Brook Road,1,3,N/A
14-Jun-17,Ohio,Canton,14th St. NE and Gibbs Ave. NE,0,4,N/A
14-Jun-17,Virginia,Alexandria,420 E Monroe Ave,1,5,N/A
14-Jun-17,California,San Francisco,720 San Bruno,4,2,N/A
13-Jun-17,Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,N/A
13-Jun-17,Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,N/A
13-Jun-17,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,N/A
11-Jun-17,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,N/A
11-Jun-17,Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,N/A
11-Jun-17,Texas,Houston,505 Cypress Station Dr,0,4,N/A
10-Jun-17,Tennessee,Memphis,571 East Street,0,4,N/A
9-Jun-17,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,N/A
8-Jun-17,Louisiana,New Orleans,3650 Franklin Ave,0,6,N/A
6-Jun-17,Utah,Sandy,2232 Alta Canyon Drive,3,2,N/A
5-Jun-17,Florida,Orlando,2427 Forsyth Rd,6,0,N/A
3-Jun-17,Missouri,Saint Louis,1600 Block of Union Blvd,2,2,N/A
3-Jun-17,Louisiana,New Orleans,3717 Tulane Ave,3,2,N/A
2-Jun-17,Texas,Laredo,5301 McPherson Rd,2,3,N/A
2-Jun-17,California,Los Angeles,89th St and Broadway,1,3,N/A
1-Jun-17,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,N/A
30-May-17,Ohio,Middletown,1200 Elliott Dr,1,3,N/A
29-May-17,Kentucky,Louisville,231 Witherspoon St,1,3,N/A
28-May-17,Alabama,Phenix City,100 block of 6th Street South,0,12,N/A
28-May-17,New Jersey,Paterson,86 Main Street,1,5,N/A
28-May-17,Mississippi,Moss Point,6103 Hwy. 63,0,5,N/A
27-May-17,New York,New York (Manhattan),318 W 14th St,0,4,N/A
27-May-17,District of Columbia,Washington,100 block of Q Street Northwest,1,7,N/A
27-May-17,Mississippi,Bogue Chitto,2871 Lee Drive,8,1,N/A
26-May-17,Florida,Miami,2730 NW 167th St,0,4,N/A
21-May-17,Iowa,Des Moines,4300 Beaver Dr,1,3,N/A
21-May-17,Arizona,Mesa,441 N Val Vista Dr,0,4,N/A
20-May-17,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,N/A
16-May-17,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,N/A
14-May-17,Arkansas,Jonesboro,311 S Main St,1,6,N/A
14-May-17,Illinois,Dolton,14112 Chicago Road,0,5,N/A
14-May-17,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,N/A
14-May-17,Texas,Fort Worth,8600 block of Calmont Ave,0,4,N/A
10-May-17,New Jersey,Trenton,300 block of Centre St,1,3,N/A
9-May-17,Kansas,Kansas City,1900 block of S. Boeke,3,1,N/A
7-May-17,Illinois,Chicago,2600 block of 46th Pl,2,8,N/A
4-May-17,Michigan,Flint,600 block of Copeman Boulevard,1,3,N/A
2-May-17,Florida,Jacksonville,1566 West 24th Street,1,3,N/A
1-May-17,Texas,Dallas,3200 block of Reynolds Ave,2,3,N/A
30-Apr-17,California,San Diego,9080 Judicial Dr,2,6,N/A
30-Apr-17,Kansas,Topeka,4104 SW 28th,4,1,N/A
30-Apr-17,Florida,Jacksonville,1200 Ken Knight Dr N,0,5,N/A
30-Apr-17,South Carolina,Loris,268 N Sea Green Rd,1,5,N/A
29-Apr-17,Maryland,Germantown,12800 block of Kitchen House Way,1,3,N/A
29-Apr-17,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,N/A
29-Apr-17,California,Sacramento,3800 block of 26th Avenue,0,5,N/A
29-Apr-17,California,Whittier,10000 block of Carmentia Rd,1,5,N/A
29-Apr-17,California,Compton,2000 Block of N Nestor Ave,0,4,N/A
29-Apr-17,Virginia,Virginia Beach,200 block of 18th St,0,4,N/A
28-Apr-17,Pennsylvania,Chester,5 E 21st St,0,4,N/A
27-Apr-17,New Jersey,Newark,1100 block of S Orange Ave,1,3,N/A
26-Apr-17,Florida,Miami,SW 264th St and 139th Ave,0,4,N/A
21-Apr-17,Florida,Palm Bay,2500 block of Vernon Dr,2,2,N/A
20-Apr-17,Kentucky,Louisville,700 block of East Jacob Street,0,4,N/A
16-Apr-17,California,Vallejo,110 Calhoun Street,0,4,N/A
16-Apr-17,North Carolina,Elizabeth City,611 S Martin St,0,4,N/A
16-Apr-17,Ohio,Columbus,1710 Cleveland Av,0,9,N/A
15-Apr-17,Illinois,Rock Falls,311 W  2nd St,0,4,N/A
15-Apr-17,Indiana,Indianapolis,300 block of S Meridian St,0,4,N/A
15-Apr-17,Alabama,Birmingham,1480 Center Point Pkwy,0,6,N/A
15-Apr-17,Pennsylvania,Philadelphia,5900 block of Hammond Street,0,4,N/A
15-Apr-17,Illinois,Harvey,14600 block of Myrtle Avenue,0,4,N/A
15-Apr-17,California,Banning,900 block of N Allen St,0,4,N/A
13-Apr-17,Georgia,Atlanta,30 Anderson Ave SW,1,3,N/A
9-Apr-17,Texas,San Antonio,3100 block of Fidelia Drive,1,3,N/A
9-Apr-17,Indiana,Fort Wayne,9439 Lima Rd,1,3,N/A
