"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-10-25 19:48:51 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2010,July,10
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2010,August,7
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2010,September,17
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2010,October,21
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2010,November,14
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2010,December,15
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,January,6
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,February,12
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,March,19
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,April,12
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,May,23
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,June,29
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,July,64
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,August,66
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,September,70
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,October,46
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,November,70
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2011,December,91
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,January,71
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,February,48
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,March,70
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,April,64
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,May,84
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,June,67
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,July,125
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,August,128
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,September,199
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,October,157
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,November,139
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2012,December,137
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,January,159
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,February,131
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,March,121
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,April,157
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,May,126
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,June,171
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,July,224
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,August,202
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,September,205
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,October,176
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,November,186
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2013,December,162
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,January,151
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,February,129
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,March,162
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,April,126
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,May,133
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,June,176
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,July,185
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,August,237
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,September,255
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,October,303
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,November,244
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2014,December,252
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,January,250
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,February,153
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,March,154
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,April,109
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,May,135
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,June,159
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,July,308
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,August,224
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,September,324
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,October,534
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,November,259
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2015,December,185
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,January,177
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,February,141
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,March,175
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,April,182
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,May,161
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,June,134
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,July,108
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,August,108
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,September,133
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,October,86
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,November,116
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,December,66
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2017,January,50
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2017,February,57
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2017,March,48
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2017,April,65
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2017,May,55
Germany,"Syrian Arab Rep.",2010,January,89
Germany,"Syrian Arab Rep.",2010,February,80
Germany,"Syrian Arab Rep.",2010,March,91
Germany,"Syrian Arab Rep.",2010,April,88
Germany,"Syrian Arab Rep.",2010,May,90
Germany,"Syrian Arab Rep.",2010,June,125
Germany,"Syrian Arab Rep.",2010,July,138
Germany,"Syrian Arab Rep.",2010,August,175
Germany,"Syrian Arab Rep.",2010,September,171
Germany,"Syrian Arab Rep.",2010,October,162
Germany,"Syrian Arab Rep.",2010,November,130
Germany,"Syrian Arab Rep.",2010,December,151
Germany,"Syrian Arab Rep.",2011,January,154
Germany,"Syrian Arab Rep.",2011,February,159
Germany,"Syrian Arab Rep.",2011,March,176
Germany,"Syrian Arab Rep.",2011,April,169
Germany,"Syrian Arab Rep.",2011,May,247
Germany,"Syrian Arab Rep.",2011,June,186
Germany,"Syrian Arab Rep.",2011,July,211
Germany,"Syrian Arab Rep.",2011,August,316
Germany,"Syrian Arab Rep.",2011,September,306
Germany,"Syrian Arab Rep.",2011,October,214
Germany,"Syrian Arab Rep.",2011,November,286
Germany,"Syrian Arab Rep.",2011,December,210
Germany,"Syrian Arab Rep.",2012,January,210
Germany,"Syrian Arab Rep.",2012,February,230
Germany,"Syrian Arab Rep.",2012,March,167
Germany,"Syrian Arab Rep.",2012,April,248
Germany,"Syrian Arab Rep.",2012,May,376
Germany,"Syrian Arab Rep.",2012,June,401
Germany,"Syrian Arab Rep.",2012,July,644
Germany,"Syrian Arab Rep.",2012,August,688
Germany,"Syrian Arab Rep.",2012,September,744
Germany,"Syrian Arab Rep.",2012,October,904
Germany,"Syrian Arab Rep.",2012,November,1001
Germany,"Syrian Arab Rep.",2012,December,588
Germany,"Syrian Arab Rep.",2013,January,1047
Germany,"Syrian Arab Rep.",2013,February,709
Germany,"Syrian Arab Rep.",2013,March,555
Germany,"Syrian Arab Rep.",2013,April,689
Germany,"Syrian Arab Rep.",2013,May,731
Germany,"Syrian Arab Rep.",2013,June,737
Germany,"Syrian Arab Rep.",2013,July,1030
Germany,"Syrian Arab Rep.",2013,August,1010
Germany,"Syrian Arab Rep.",2013,September,1246
Germany,"Syrian Arab Rep.",2013,October,1641
Germany,"Syrian Arab Rep.",2013,November,1485
Germany,"Syrian Arab Rep.",2013,December,971
Germany,"Syrian Arab Rep.",2014,January,1650
Germany,"Syrian Arab Rep.",2014,February,1781
Germany,"Syrian Arab Rep.",2014,March,1746
Germany,"Syrian Arab Rep.",2014,April,1739
Germany,"Syrian Arab Rep.",2014,May,2523
Germany,"Syrian Arab Rep.",2014,June,2702
Germany,"Syrian Arab Rep.",2014,July,3723
Germany,"Syrian Arab Rep.",2014,August,3639
Germany,"Syrian Arab Rep.",2014,September,4502
Germany,"Syrian Arab Rep.",2014,October,5219
Germany,"Syrian Arab Rep.",2014,November,5198
Germany,"Syrian Arab Rep.",2014,December,4910
Germany,"Syrian Arab Rep.",2015,January,5973
Germany,"Syrian Arab Rep.",2015,February,4548
Germany,"Syrian Arab Rep.",2015,March,4895
Germany,"Syrian Arab Rep.",2015,April,4680
Germany,"Syrian Arab Rep.",2015,May,5280
Germany,"Syrian Arab Rep.",2015,June,7849
Germany,"Syrian Arab Rep.",2015,July,9800
Germany,"Syrian Arab Rep.",2015,August,11218
Germany,"Syrian Arab Rep.",2015,September,18085
Germany,"Syrian Arab Rep.",2015,October,30216
Germany,"Syrian Arab Rep.",2015,November,30863
Germany,"Syrian Arab Rep.",2015,December,25250
Germany,"Syrian Arab Rep.",2016,January,30261
Germany,"Syrian Arab Rep.",2016,February,36860
Germany,"Syrian Arab Rep.",2016,March,30856
Germany,"Syrian Arab Rep.",2016,April,28561
Germany,"Syrian Arab Rep.",2016,May,23676
Germany,"Syrian Arab Rep.",2016,June,26454
Germany,"Syrian Arab Rep.",2016,July,23979
Germany,"Syrian Arab Rep.",2016,August,27315
Germany,"Syrian Arab Rep.",2016,September,23101
Germany,"Syrian Arab Rep.",2016,October,6832
Germany,"Syrian Arab Rep.",2016,November,5038
Germany,"Syrian Arab Rep.",2016,December,3315
Germany,"Syrian Arab Rep.",2017,January,2675
Germany,"Syrian Arab Rep.",2017,February,3220
Germany,"Syrian Arab Rep.",2017,March,3898
Germany,"Syrian Arab Rep.",2017,April,2704
Germany,"Syrian Arab Rep.",2017,May,3888
Germany,"Syrian Arab Rep.",2017,June,3135
Germany,"Syrian Arab Rep.",2017,July,3841
"USA (EOIR)","Syrian Arab Rep.",2016,August,17
"USA (EOIR)","Syrian Arab Rep.",2016,September,19
"USA (EOIR)","Syrian Arab Rep.",2016,October,10
"USA (EOIR)","Syrian Arab Rep.",2016,November,19
"USA (EOIR)","Syrian Arab Rep.",2016,December,13
"USA (EOIR)","Syrian Arab Rep.",2017,January,8
"USA (EOIR)","Syrian Arab Rep.",2017,February,14
Greece,"Syrian Arab Rep.",2010,January,11
Greece,"Syrian Arab Rep.",2010,February,18
Greece,"Syrian Arab Rep.",2010,March,25
Greece,"Syrian Arab Rep.",2010,April,10
Greece,"Syrian Arab Rep.",2010,May,13
Greece,"Syrian Arab Rep.",2010,June,11
Greece,"Syrian Arab Rep.",2010,July,20
Greece,"Syrian Arab Rep.",2010,August,13
Greece,"Syrian Arab Rep.",2010,September,16
Greece,"Syrian Arab Rep.",2010,October,17
Greece,"Syrian Arab Rep.",2010,November,10
Greece,"Syrian Arab Rep.",2010,December,3
Greece,"Syrian Arab Rep.",2011,January,22
Greece,"Syrian Arab Rep.",2011,February,43
Greece,"Syrian Arab Rep.",2011,March,28
Greece,"Syrian Arab Rep.",2011,April,9
Greece,"Syrian Arab Rep.",2011,May,22
Greece,"Syrian Arab Rep.",2011,June,17
Greece,"Syrian Arab Rep.",2011,July,69
Greece,"Syrian Arab Rep.",2011,August,21
Greece,"Syrian Arab Rep.",2011,September,46
Greece,"Syrian Arab Rep.",2011,October,18
Greece,"Syrian Arab Rep.",2011,November,26
Greece,"Syrian Arab Rep.",2011,December,31
Greece,"Syrian Arab Rep.",2012,January,9
Greece,"Syrian Arab Rep.",2012,February,38
Greece,"Syrian Arab Rep.",2012,March,9
Greece,"Syrian Arab Rep.",2012,April,12
Greece,"Syrian Arab Rep.",2012,May,17
Greece,"Syrian Arab Rep.",2012,June,10
Greece,"Syrian Arab Rep.",2012,July,22
Greece,"Syrian Arab Rep.",2012,August,12
Greece,"Syrian Arab Rep.",2012,September,28
Greece,"Syrian Arab Rep.",2012,October,57
Greece,"Syrian Arab Rep.",2012,November,43
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2010,October,1
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2011,February,12
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2011,March,11
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2011,April,7
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2011,July,1
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2011,August,1
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2011,November,1
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,January,4
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,March,3
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,April,7
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,May,13
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,June,23
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,July,5
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,August,29
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,September,33
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,October,51
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,November,41
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2012,December,79
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,January,33
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,February,47
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,March,84
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,April,93
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,May,82
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,June,44
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,July,70
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,August,103
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,September,221
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,October,194
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,November,165
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2013,December,226
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,January,540
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,February,233
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,March,183
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,April,271
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,May,346
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,June,425
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,July,792
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,August,951
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,September,1026
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,October,1770
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,November,1499
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2014,December,1748
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,January,37
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,February,26
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,March,33
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,April,71
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,May,29
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,June,1
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,July,27
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,August,3
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,September,1
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,October,9
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,November,7
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2015,December,1
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,January,11
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,February,*
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,March,21
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,April,9
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,May,11
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,June,28
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,July,*
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,August,59
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,November,15
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2016,December,7
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2017,March,*
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2017,April,7
"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",2017,June,7
Greece,"Syrian Arab Rep.",2012,December,18
Greece,"Syrian Arab Rep.",2013,January,35
Greece,"Syrian Arab Rep.",2013,February,46
Greece,"Syrian Arab Rep.",2013,March,63
Greece,"Syrian Arab Rep.",2013,April,51
Greece,"Syrian Arab Rep.",2013,May,32
Greece,"Syrian Arab Rep.",2013,June,34
Greece,"Syrian Arab Rep.",2013,July,38
Greece,"Syrian Arab Rep.",2013,August,33
Greece,"Syrian Arab Rep.",2013,September,32
Greece,"Syrian Arab Rep.",2013,October,38
Greece,"Syrian Arab Rep.",2013,November,50
Greece,"Syrian Arab Rep.",2013,December,33
Greece,"Syrian Arab Rep.",2014,January,57
Greece,"Syrian Arab Rep.",2014,February,42
Greece,"Syrian Arab Rep.",2014,March,62
Greece,"Syrian Arab Rep.",2014,April,68
Greece,"Syrian Arab Rep.",2014,May,42
Greece,"Syrian Arab Rep.",2014,June,29
Greece,"Syrian Arab Rep.",2014,July,42
Greece,"Syrian Arab Rep.",2014,August,33
Greece,"Syrian Arab Rep.",2014,September,57
Greece,"Syrian Arab Rep.",2014,October,95
Greece,"Syrian Arab Rep.",2014,November,74
Greece,"Syrian Arab Rep.",2014,December,190
Greece,"Syrian Arab Rep.",2015,January,235
Greece,"Syrian Arab Rep.",2015,February,225
Greece,"Syrian Arab Rep.",2015,March,222
Greece,"Syrian Arab Rep.",2015,April,253
Greece,"Syrian Arab Rep.",2015,May,336
Greece,"Syrian Arab Rep.",2015,June,375
Greece,"Syrian Arab Rep.",2015,July,410
Greece,"Syrian Arab Rep.",2015,August,334
Greece,"Syrian Arab Rep.",2015,September,245
Greece,"Syrian Arab Rep.",2015,October,180
Greece,"Syrian Arab Rep.",2015,November,237
Greece,"Syrian Arab Rep.",2015,December,267
Greece,"Syrian Arab Rep.",2016,January,220
Greece,"Syrian Arab Rep.",2016,February,266
Greece,"Syrian Arab Rep.",2016,March,1396
Greece,"Syrian Arab Rep.",2016,April,2224
Greece,"Syrian Arab Rep.",2016,May,2903
"USA (EOIR)","Syrian Arab Rep.",2010,January,1
"USA (EOIR)","Syrian Arab Rep.",2010,February,7
"USA (EOIR)","Syrian Arab Rep.",2010,March,3
"USA (EOIR)","Syrian Arab Rep.",2010,April,3
"USA (EOIR)","Syrian Arab Rep.",2010,May,1
"USA (EOIR)","Syrian Arab Rep.",2010,June,1
"USA (EOIR)","Syrian Arab Rep.",2010,July,1
"USA (EOIR)","Syrian Arab Rep.",2010,August,1
"USA (EOIR)","Syrian Arab Rep.",2010,September,1
"USA (EOIR)","Syrian Arab Rep.",2010,October,1
"USA (EOIR)","Syrian Arab Rep.",2010,November,1
"USA (EOIR)","Syrian Arab Rep.",2010,December,1
"USA (EOIR)","Syrian Arab Rep.",2011,January,8
"USA (EOIR)","Syrian Arab Rep.",2011,February,1
"USA (EOIR)","Syrian Arab Rep.",2011,March,1
"USA (EOIR)","Syrian Arab Rep.",2011,April,4
"USA (EOIR)","Syrian Arab Rep.",2011,May,6
"USA (EOIR)","Syrian Arab Rep.",2011,June,8
"USA (EOIR)","Syrian Arab Rep.",2011,July,4
"USA (EOIR)","Syrian Arab Rep.",2011,August,2
"USA (EOIR)","Syrian Arab Rep.",2011,September,3
"USA (EOIR)","Syrian Arab Rep.",2011,October,5
"USA (EOIR)","Syrian Arab Rep.",2011,November,10
"USA (EOIR)","Syrian Arab Rep.",2011,December,5
"USA (EOIR)","Syrian Arab Rep.",2012,January,6
"USA (EOIR)","Syrian Arab Rep.",2012,February,6
"USA (EOIR)","Syrian Arab Rep.",2012,March,8
"USA (EOIR)","Syrian Arab Rep.",2012,April,3
"USA (EOIR)","Syrian Arab Rep.",2012,May,5
"USA (EOIR)","Syrian Arab Rep.",2012,June,6
"USA (EOIR)","Syrian Arab Rep.",2012,July,2
"USA (EOIR)","Syrian Arab Rep.",2012,August,5
"USA (EOIR)","Syrian Arab Rep.",2012,September,2
"USA (EOIR)","Syrian Arab Rep.",2012,October,7
"USA (EOIR)","Syrian Arab Rep.",2012,November,4
"USA (EOIR)","Syrian Arab Rep.",2012,December,3
"USA (EOIR)","Syrian Arab Rep.",2013,January,4
"USA (EOIR)","Syrian Arab Rep.",2013,February,2
"USA (EOIR)","Syrian Arab Rep.",2013,March,5
"USA (EOIR)","Syrian Arab Rep.",2013,April,8
"USA (EOIR)","Syrian Arab Rep.",2013,May,8
"USA (EOIR)","Syrian Arab Rep.",2013,June,11
"USA (EOIR)","Syrian Arab Rep.",2013,July,11
"USA (EOIR)","Syrian Arab Rep.",2013,August,20
"USA (EOIR)","Syrian Arab Rep.",2013,September,16
"USA (EOIR)","Syrian Arab Rep.",2013,October,8
"USA (EOIR)","Syrian Arab Rep.",2013,November,14
"USA (EOIR)","Syrian Arab Rep.",2013,December,8
"USA (EOIR)","Syrian Arab Rep.",2014,January,19
"USA (EOIR)","Syrian Arab Rep.",2014,February,22
"USA (EOIR)","Syrian Arab Rep.",2014,March,9
"USA (EOIR)","Syrian Arab Rep.",2014,April,11
"USA (EOIR)","Syrian Arab Rep.",2014,May,9
"USA (EOIR)","Syrian Arab Rep.",2014,June,8
"USA (EOIR)","Syrian Arab Rep.",2014,July,12
"USA (EOIR)","Syrian Arab Rep.",2014,August,10
"USA (EOIR)","Syrian Arab Rep.",2014,September,6
"USA (EOIR)","Syrian Arab Rep.",2014,October,15
"USA (EOIR)","Syrian Arab Rep.",2014,November,16
"USA (EOIR)","Syrian Arab Rep.",2014,December,4
"USA (EOIR)","Syrian Arab Rep.",2015,January,8
"USA (EOIR)","Syrian Arab Rep.",2015,February,8
"USA (EOIR)","Syrian Arab Rep.",2015,March,4
"USA (EOIR)","Syrian Arab Rep.",2015,April,5
"USA (EOIR)","Syrian Arab Rep.",2015,May,12
"USA (EOIR)","Syrian Arab Rep.",2015,June,12
"USA (EOIR)","Syrian Arab Rep.",2015,July,10
"USA (EOIR)","Syrian Arab Rep.",2015,September,4
"USA (EOIR)","Syrian Arab Rep.",2015,October,18
"USA (EOIR)","Syrian Arab Rep.",2015,November,14
"USA (EOIR)","Syrian Arab Rep.",2015,December,14
"USA (EOIR)","Syrian Arab Rep.",2016,January,17
"USA (EOIR)","Syrian Arab Rep.",2016,February,12
"USA (EOIR)","Syrian Arab Rep.",2016,March,*
"USA (EOIR)","Syrian Arab Rep.",2016,April,16
"USA (EOIR)","Syrian Arab Rep.",2016,May,7
"USA (EOIR)","Syrian Arab Rep.",2016,June,8
"USA (EOIR)","Syrian Arab Rep.",2016,July,14
Croatia,"Syrian Arab Rep.",2010,December,4
Croatia,"Syrian Arab Rep.",2011,January,5
Croatia,"Syrian Arab Rep.",2011,June,2
Croatia,"Syrian Arab Rep.",2011,October,2
Croatia,"Syrian Arab Rep.",2012,January,1
Croatia,"Syrian Arab Rep.",2012,February,4
Croatia,"Syrian Arab Rep.",2012,April,5
Croatia,"Syrian Arab Rep.",2012,May,8
Croatia,"Syrian Arab Rep.",2012,June,1
Croatia,"Syrian Arab Rep.",2012,July,3
Croatia,"Syrian Arab Rep.",2012,August,4
Croatia,"Syrian Arab Rep.",2012,September,14
Croatia,"Syrian Arab Rep.",2012,October,12
Croatia,"Syrian Arab Rep.",2012,November,15
Croatia,"Syrian Arab Rep.",2012,December,19
Croatia,"Syrian Arab Rep.",2013,January,26
Croatia,"Syrian Arab Rep.",2013,February,13
Croatia,"Syrian Arab Rep.",2013,March,26
Croatia,"Syrian Arab Rep.",2013,April,14
Croatia,"Syrian Arab Rep.",2013,May,20
Croatia,"Syrian Arab Rep.",2013,June,6
Croatia,"Syrian Arab Rep.",2013,July,4
Croatia,"Syrian Arab Rep.",2013,August,10
Croatia,"Syrian Arab Rep.",2013,September,31
Croatia,"Syrian Arab Rep.",2013,October,35
Croatia,"Syrian Arab Rep.",2013,November,6
Croatia,"Syrian Arab Rep.",2013,December,3
Croatia,"Syrian Arab Rep.",2014,January,3
Croatia,"Syrian Arab Rep.",2014,February,8
Croatia,"Syrian Arab Rep.",2014,March,5
Croatia,"Syrian Arab Rep.",2014,April,7
Croatia,"Syrian Arab Rep.",2014,May,3
Croatia,"Syrian Arab Rep.",2014,June,7
Croatia,"Syrian Arab Rep.",2014,July,6
Croatia,"Syrian Arab Rep.",2014,September,10
Croatia,"Syrian Arab Rep.",2014,October,2
Croatia,"Syrian Arab Rep.",2014,November,2
Croatia,"Syrian Arab Rep.",2014,December,1
Croatia,"Syrian Arab Rep.",2015,January,6
Croatia,"Syrian Arab Rep.",2015,February,7
